,Movies,Year,Certificate,IMDB,Metascore,Votes,Gross,Runtime,Genre,Description
2388,Planet 51,2009,PG,6.0,39.0,1341716,42086887,91,"Animation, Adventure, Comedy","An alien civilization is invaded by Astronaut Chuck Baker, who believes that the planet was uninhabited. Wanted by the military, Baker must get back to his ship before it goes into orbit without him."
2389,The Unborn,2009,PG-13,4.8,30.0,1341716,42670410,88,"Drama, Horror, Mystery",A young woman fights the spirit that is slowly taking possession of her.
2390,Halloween II,2009,R,4.9,35.0,1341716,33392973,105,Horror,"Laurie Strode struggles to come to terms with her brother Michael's deadly return to Haddonfield, Illinois; meanwhile, Michael prepares for another reunion with his sister."
2391,Duplicity,2009,PG-13,6.1,69.0,1341716,40572825,125,"Comedy, Crime, Romance","Two ex-government agents turned rival industrial spies have to be at the top of their game when one of their companies prepares to launch a major product. However, they distract each other in more ways than one."
2392,The Rebound,2009,R,6.3,-1.1,1341716,-1,95,"Comedy, Romance","In New York City, a single mom captivates her new neighbor, a much younger man."
2393,Black Dynamite,2009,R,7.4,65.0,1341716,228477,84,"Action, Comedy","Black Dynamite is the greatest African-American action star of the 1970s. When his only brother is killed by The Man, it's up to him to find justice."
2394,Darbareye Elly,2009,TV-PG,8.0,87.0,1341716,106662,119,"Drama, Mystery",The mysterious disappearance of a kindergarten teacher during a picnic in the north of Iran is followed by a series of misadventures for her fellow travelers.
2395,Extract,2009,R,6.1,61.0,1341716,10814185,92,"Comedy, Crime, Romance","Joel, the owner of an extract plant, tries to contend with myriad personal and professional problems, such as his potentially unfaithful wife and employees who want to take advantage of him."
2396,The Descent: Part 2,2009,R,5.8,-1.1,1341716,-1,94,"Action, Adventure, Drama","Refusing to believe her story about cave-dwelling monsters, the sole survivor of a spelunking exploration gone horribly wrong is forced to follow the authorities back into the caves where something awaits."
2397,Alvin and the Chipmunks: The Squeakquel,2009,PG,4.5,41.0,1341716,219614612,88,"Animation, Adventure, Comedy","The world-famous singing preteen chipmunk trio return to contend with the pressures of school, celebrity, and a rival female music group known as The Chipettes."
2398,Carriers,2009,PG-13,6.0,-1.1,1341716,90820,84,"Adventure, Drama, Sci-Fi","As a lethal virus spreads globally, four friends seek a reputed plague-free haven. But while avoiding the infected, the travelers turn on one another."
2399,Cirque du Freak: The Vampire's Assistant,2009,PG-13,5.8,43.0,1341716,14046595,109,"Action, Adventure, Fantasy","Teenager Darren Shan meets a mysterious man at a freak show who turns out to be a vampire. After a series of events, Darren must leave his normal life and go on the road with the Cirque du Freak, becoming a creature of the night."
2400,District 13: Ultimatum,2009,R,6.5,64.0,1341716,36039,101,"Action, Crime, Thriller","Damien and Leito return to District 13 on a mission to bring peace to the troubled sector that is controlled by five different gang bosses, before the city's secret services take drastic measures to solve the problem."
2401,G-Force,2009,PG,5.1,41.0,1341716,119436770,88,"Animation, Action, Adventure",A specially trained squad of guinea pigs is dispatched to stop a diabolical billionaire from taking over the world.
2402,Thirst,2009,R,7.1,73.0,1341716,296441,134,"Drama, Fantasy, Horror","Through a failed medical experiment, a priest is stricken with vampirism and is forced to abandon his ascetic ways."
2403,The Pink Panther 2,2009,PG,5.6,36.0,1341716,35922978,92,"Action, Adventure, Comedy",Insp. Jacques Clouseau teams up with a squad of International detectives who are just as bumbling as he is. Their mission: Stop a globe-trotting thief who specializes in stealing historical artifacts.
2404,Nine,2009,PG-13,5.8,49.0,1341716,24000000,118,"Drama, Musical, Romance","Famous film director Guido Contini struggles to find harmony in his professional and personal lives, as he engages in dramatic relationships with his wife, his mistress, his muse, his agent, and his mother."
2405,Fired Up!,2009,PG-13,6.1,31.0,1341716,17231291,90,"Comedy, Sport",The two most popular guys in high school decide to ditch football camp for cheerleader camp. For the girls and for the glory.
2406,The Damned United,2009,R,7.5,81.0,1341716,449558,98,"Biography, Drama, Sport",The story of the controversial Brian Clough's 44-day reign as the coach of the English football club Leeds United.
2407,The House of the Devil,2009,R,6.4,73.0,1341716,100659,95,"Horror, Mystery","In 1983, financially struggling college student Samantha Hughes takes a strange babysitting job that coincides with a full lunar eclipse. She slowly realizes her clients harbor a terrifying secret, putting her life in mortal danger."
2408,Notorious,2009,R,6.7,60.0,1341716,36842118,122,"Biography, Crime, Drama","The life and death story of The Notorious B.I.G. (a.k.a. Christopher Wallace), who came straight out of Brooklyn to take the world of rap music by storm."
2409,Hannah Montana: The Movie,2009,G,4.5,47.0,1341716,79566871,102,"Comedy, Drama, Family","As Hannah Montana's popularity begins to take over her life, Miley Stewart, on the urging from her father takes a trip to her hometown of Crowley Corners, Tennessee to get some perspective on what matters in life the most."
2410,All About Steve,2009,PG-13,4.8,17.0,1341716,33860010,99,"Comedy, Romance","Convinced that a CCN cameraman is her true love, an eccentric crossword puzzler trails him as he travels all over the country, hoping to convince him that they belong together."
2411,Coco Before Chanel,2009,PG-13,6.7,65.0,1341716,6109075,105,"Biography, Drama",The story of Coco Chanel's rise from obscure beginnings to the heights of the fashion world.
2412,The Joneses,2009,R,6.5,55.0,1341716,1474508,96,"Comedy, Drama","A seemingly perfect family moves into a suburban neighborhood, but when it comes to the truth as to why they're living there, they don't exactly come clean with their neighbors."
2413,Broken Embraces,2009,R,7.2,76.0,1341716,5014305,127,"Drama, Romance, Thriller","Harry Caine, a blind writer, reaches this moment in time when he has to heal his wounds from 14 years back. He was then still known by his real name, Mateo Blanco, and directing his last movie."
2414,Spread,2009,R,5.8,43.0,1341716,249590,97,"Comedy, Drama, Romance",A sex comedy centered on a serial womanizer and his jilted lover.
2415,Did You Hear About the Morgans?,2009,PG-13,4.9,27.0,1341716,29580087,103,"Comedy, Drama, Romance","In New York City, an estranged couple who witness a murder are relocated to small town Wyoming as part of the Witness Protection Program."
2416,The Loved Ones,2009,R,6.6,73.0,1341716,-1,84,"Horror, Thriller","When Brent turns down his classmate Lola's invitation to the prom, she concocts a wildly violent plan for revenge."
2417,Whiteout,2009,R,5.5,-1.1,1341716,10275638,101,"Action, Crime, Mystery","U.S. Marshal Carrie Stetko tracks a killer in Antarctica, as the sun is about to set for six months."
2418,World's Greatest Dad,2009,R,6.9,69.0,1341716,221210,99,"Comedy, Drama","When his son's body is found in a humiliating accident, a lonely high school teacher inadvertently attracts an overwhelming amount of community and media attention after covering up the truth with a phony suicide note."
2419,After.Life,2009,R,5.9,36.0,1341716,108229,104,"Drama, Mystery, Thriller","After a car accident, a young woman caught between life and death meets a funeral director who claims to have the gift of transitioning the dead into the afterlife."
2420,Middle Men,2009,R,6.8,60.0,1341716,723714,105,"Comedy, Crime, Drama","Chronicles Jack Harris, one of the pioneers of internet commerce, as he wrestles with his morals, and struggles not to drown in a sea of con men, mobsters, drug addicts, and porn stars."
2421,Soul Kitchen,2009,Not Certified,7.3,76.0,1341716,274385,99,"Comedy, Drama","In Hamburg, German-Greek chef Zinos unknowingly disturbs the peace in his locals-only restaurant by hiring a more talented chef."
2422,Old Dogs,2009,PG,5.4,19.0,1341716,49492060,88,"Comedy, Family",Two friends and business partners find their lives turned upside down when strange circumstances lead them to be the temporary guardians of seven year-old twins.
2423,Defendor,2009,R,6.8,57.0,1341716,44462,101,"Comedy, Crime, Drama","Arthur Poppington, a regular man who adopts a superhero persona, known as ""Defendor"", combs the city streets at night, in search of his archenemy, Captain Industry."
2424,Nowhere Boy,2009,R,7.1,67.0,1341716,1445366,98,"Biography, Drama, Music","A chronicle of John Lennon's first years, focused mainly in his adolescence and his relationship with his stern aunt Mimi, who raised him, and his absentee mother Julia, who re-entered his life at a crucial moment in his young life."
2425,The Tournament,2009,R,6.1,-1.1,1341716,-1,95,"Action, Thriller","A tournament is watched by dozens of wealthy men betting on which one of the 30 assassins will survive the next 24 hours ""kill or die"" and claim the USD10,000,000 prize. It takes place in an English town with plenty of CCTVs."
2426,The Messenger,2009,R,7.1,77.0,1341716,66637,113,"Drama, Romance, War",An American soldier struggles with an ethical dilemma when he becomes involved with a widow of a fallen officer.
2427,Adam,2009,PG-13,7.2,56.0,1341716,2277396,99,"Comedy, Drama, Romance","Adam, a lonely man with Asperger's Syndrome, develops a relationship with his upstairs neighbor, Beth."
2428,Thick as Thieves,2009,R,6.0,-1.1,1341716,-1,104,"Action, Crime, Thriller",A veteran thief recruits a younger crook to help him pull off one final job in order to repay his debt to the Russian mob.
2429,"I Love You, Beth Cooper",2009,PG-13,5.3,32.0,1341716,14793904,102,"Comedy, Romance","A nerdy valedictorian proclaims his love for Beth Cooper--the hottest, most popular girl in school--during his graduation speech. That very night, she shows up at his door offering to show him the best night of his life."
2430,Astro Boy,2009,PG,6.3,53.0,1341716,19548064,94,"Animation, Action, Comedy","When an android replica of a boy is rejected by his aggrieved creator, he goes off to find his own identity in an adventure that would make him the greatest hero of his time."
2431,Frequently Asked Questions About Time Travel,2009,PG-13,7.1,-1.1,1341716,-1,83,"Comedy, Sci-Fi","While drinking at their local pub, three social outcasts attempt to navigate a time-travel conundrum."
2432,Yahsi Bati - The Ottoman Cowboys,2009,Not Certified,7.4,-1.1,1341716,-1,112,"Adventure, Comedy, Fantasy","In 1881, two Ottoman Secret Agents travel to the USA, at the Sultan's request, to deliver a valuable diamond as a gift for the President."
2433,Fighting,2009,PG-13,5.6,61.0,1341716,23036320,105,"Action, Crime, Drama","In New York City, a young counterfeiter is introduced to the world of underground street fighting by a seasoned scam artist, who becomes his manager on the bare-knuckling brawling circuit."
